Date;BBAS3;BOVA11;ITUB4;PETR4;SMAL11;VALE3
2008-11-28;5,84864616394043;36,59590148925781;6,496692180633545;7,17417573928833;23,760299682617188;13,265061378479004
2008-12-01;5,84864616394043;34,74489974975586;6,289403915405273;6,58050012588501;22,6564998626709;12,286927223205566
2008-12-02;5,828202247619629;35,0015983581543;6,447920322418213;6,544737339019775;22,60650062561035;11,829181671142578
2008-12-03;5,84864616394043;35,293800354003906;6,511324882507324;6,90595006942749;22,426000595092773;11,983370780944824
2008-12-04;5,971347808837891;35,122100830078125;6,567413806915283;6,6520280838012695;22,63689994812012;11,607531547546388
2008-12-05;6,44169282913208;35,34000015258789;6,633260250091553;6,494668483734131;22,86549949645996;11,347338676452637
2008-12-08;7,022467136383057;38,2661018371582;7,29414701461792;7,2278218269348145;23,738000869750977;12,768768310546877
2008-12-09;6,93248987197876;37,95159912109375;7,230740070343018;7,192057132720947;23,648399353027344;12,947047233581545
2008-12-10;6,666640758514404;38,98699951171875;7,242929935455322;7,846531391143799;23,929000854492188;13,833629608154297
2008-12-11;6,380342483520508;38,50439834594727;7,030766487121582;7,98600959777832;24,25860023498535;13,544530868530272
2008-12-12;6,400794982910156;39,35219955444336;7,316100597381592;8,082571983337402;24,184200286865234;13,592713356018066
2008-12-15;6,094046115875244;38,30220031738281;6,828353404998779;8,189865112304688;23,687299728393555;13,679442405700684
2008-12-16;6,400794982910156;39,97209930419922;7,2673258781433105;8,511734008789062;24,40719985961914;14,407025337219238
2008-12-17;6,237196922302246;39,924198150634766;7,438029766082764;8,70843505859375;24,003700256347656;14,599759101867676
2008-12-18;6,2780961990356445;39,51150131225586;7,291712284088135;8,404443740844727;24,23200035095215;13,881818771362305
2008-12-19;6,216745853424072;39,11069869995117;7,023452758789063;8,350796699523926;24,493900299072266;13,823996543884276
2008-12-22;6,1553955078125;37,59999847412109;6,696666717529297;7,9180588722229;24,56879997253418;12,95186710357666
2008-12-23;5,725947856903076;36,4551010131836;6,343056201934815;7,8679890632629395;24,18589973449707;12,460390090942385
2008-12-26;5,725947856903076;36,84769821166992;6,316227912902832;8,154097557067871;24,207000732421875;13,057870864868164
2008-12-29;5,725947856903076;37,03850173950195;6,316227912902832;8,069036483764648;24,29750061035156;13,028961181640623
2008-12-30;6,0040693283081055;37,51959991455078;6,36500358581543;8,183693885803223;24,644100189208984;13,342157363891602
2009-01-02;6,134945869445801;40,31999969482422;7,042960166931152;8,79281234741211;24,530000686645508;14,696128845214844
2009-01-05;6,2494635581970215;42,0;7,06002950668335;8,9934663772583;25,21999931335449;15,49598217010498
2009-01-06;6,593019008636475;42,31999969482422;7,350235462188721;9,118870735168455;25,21999931335449;15,924823760986328
2009-01-07;6,445784568786621;40,63999938964844;6,928340435028076;8,760566711425781;25,21999931335449;14,937047004699709
2009-01-08;6,298543930053711;42,20000076293945;6,96979570388794;9,136786460876465;25,21999931335449;15,601988792419434
2009-01-09;6,494864463806152;42,0;6,962483406066895;9,100957870483398;25,21999931335449;15,346613883972168
2009-01-12;6,44169282913208;39,70000076293945;6,667399883270264;8,50975513458252;25,21999931335449;14,122740745544434
2009-01-13;6,188112735748291;40,0;6,423533916473389;8,581411361694336;25,21999931335449;14,503393173217772
2009-01-14;5,770936965942383;38,02999877929688;5,940672397613525;8,348514556884766;25,21999931335449;13,828814506530762
2009-01-15;6,134945869445801;39,36000061035156;6,047971248626709;8,63515853881836;25,21999931335449;14,190196990966797
2009-01-16;5,889549732208252;39,4900016784668;5,840682029724121;8,699655532836914;25,21999931335449;14,455206871032717
2009-01-19;5,905907154083252;38,95000076293945;5,926039218902588;8,538418769836426;25,21999931335449;14,296201705932615
2009-01-20;5,500997543334961;38,9900016784668;5,521210670471191;8,262523651123047;25,21999931335449;13,664987564086914
2009-01-21;5,623700141906738;38,84999847412109;5,706550598144531;8,692485809326172;25,21999931335449;14,06492042541504
2009-01-22;5,541903495788574;38,2400016784668;5,548037528991699;8,470338821411133;25,21999931335449;14,084193229675291
2009-01-23;5,439652442932129;38,08000183105469;5,674851417541504;8,452425003051758;23,600000381469727;14,575666427612305
2009-01-26;5,770936965942383;39,0;5,638270854949951;8,527667999267578;23,600000381469727;14,850321769714355
2009-01-27;5,8691020011901855;38,9900016784668;5,557792663574219;8,563495635986328;23,600000381469727;15,471891403198242
2009-01-28;6,016335964202881;40,900001525878906;5,9699296951293945;9,02929401397705;23,600000381469727;16,353654861450195
2009-01-29;5,787298679351807;39,59999847412109;5,77971076965332;8,968381881713867;23,600000381469727;15,915184020996094
2009-01-30;5,807751655578613;39,59999847412109;5,730942726135254;8,968381881713867;23,600000381469727;15,659807205200195
2009-02-02;5,627790927886963;39,0;5,526087760925293;8,84656047821045;23,600000381469727;15,568262100219728
2009-02-03;5,799567222595215;40,0;5,606569290161133;9,165446281433104;24,76000022888184;16,339202880859375
2009-02-04;5,709588527679443;40,400001525878906;5,708991527557373;9,20844841003418;24,76000022888184;17,061965942382812
2009-02-05;5,889549732208252;41,5;5,9528632164001465;9,315940856933594;24,76000022888184;17,803998947143555
2009-02-06;5,963170528411865;43,20000076293945;6,377200126647949;9,710078239440918;24,76000022888184;18,67131233215332
2009-02-09;5,84864616394043;42,0;6,279649257659912;9,813983917236328;24,76000022888184;18,11719512939453
2009-02-10;5,783208847045898;41,34000015258789;6,035780906677246;9,692160606384276;24,76000022888184;17,587173461914062
2009-02-11;5,860919952392578;41,0;6,023581504821777;9,638413429260254;24,520000457763672;17,09568977355957
2009-02-12;5,705499649047852;40,790000915527344;5,9699296951293945;9,59900188446045;24,520000457763672;16,77286148071289
2009-02-13;5,820019245147705;41,84999847412109;6,218681812286377;9,88922882080078;24,520000457763672;17,534170150756836
2009-02-16;5,783208847045898;41,9900016784668;6,194294452667236;10,003888130187988;25,1200008392334;17,59198760986328
2009-02-17;5,582799911499023;40,0;5,828485012054443;9,45925998687744;25,1200008392334;16,435575485229492
2009-02-18;5,525543689727783;39,9900016784668;5,77971076965332;9,276527404785156;25,1200008392334;16,768041610717773
2009-02-19;5,64415168762207;40,0;5,726065635681152;9,423428535461426;25,1200008392334;16,87404441833496
2009-02-20;5,578710556030273;39,20000076293945;5,560232162475586;9,237112998962402;23,940000534057617;15,529712677001951
2009-02-25;5,685050010681152;38,650001525878906;5,499264717102051;9,405516624450684;23,489999771118164;14,696128845214844
2009-02-26;5,730039596557617;38,75;5,5114593505859375;9,502260208129885;23,489999771118164;14,696128845214844
2009-02-27;5,664601802825928;38,75;5,413910865783691;9,45925998687744;23,489999771118164;14,874411582946776
2009-03-02;5,357854843139648;36,59999847412109;5,121264457702637;8,964802742004395;22,399999618530277;14,031187057495115
2009-03-03;5,431473255157471;36,77000045776367;5,096877098083496;8,88597297668457;22,399999618530277;14,30102252960205
2009-03-04;5,664601802825928;38,79999923706055;5,404153347015381;9,44851303100586;22,51000022888184;15,75135898590088
2009-03-05;5,443743705749512;37,29999923706055;5,365136623382568;9,315940856933594;22,34000015258789;15,043051719665527
2009-03-06;5,5500807762146;37,5;5,438292980194092;9,197694778442385;22,141990661621094;14,647942543029783
2009-03-09;5,500997543334961;37,0;5,374890327453613;9,20844841003418;21,814699172973636;14,310656547546388
2009-03-10;5,738217830657959;38,900001525878906;5,65778398513794;9,699328422546388;22,59720039367676;15,37070369720459
2009-03-11;5,779119968414307;38,84999847412109;5,669970989227295;9,749488830566406;22,54865074157715;15,524889945983888
2009-03-12;5,84864616394043;39,5;5,816294193267822;9,871315002441406;22,771669387817383;15,2550630569458
2009-03-13;5,967254638671875;39,20000076293945;5,85287618637085;9,925057411193848;22,600000381469727;14,850321769714355
2009-03-16;5,950897216796875;38,75;5,879700183868408;9,742323875427246;22,600000381469727;14,78286075592041
2009-03-17;6,126765727996826;39,790000915527344;6,008951663970947;10,025382995605469;22,600000381469727;15,15387725830078
2009-03-18;6,34352970123291;40,29999923706055;6,196732997894287;10,14004135131836;22,600000381469727;15,004502296447754
2009-03-19;6,462143421173096;40,59999847412109;6,038217067718506;10,480433464050291;22,600000381469727;15,32252025604248
2009-03-20;6,339444637298584;40,20000076293945;5,950423240661621;10,42668628692627;22,600000381469727;15,105690956115724
2009-03-23;6,789340972900391;42,59999847412109;6,523518085479736;11,057306289672852;22,600000381469727;16,054916381835938
2009-03-24;6,535761833190918;41,59999847412109;6,289403915405273;10,874568939208984;22,600000381469727;15,471891403198242
2009-03-25;6,543944358825684;41,79999923706055;6,311351776123047;10,90323257446289;22,600000381469727;15,515256881713867
2009-03-26;6,760712146759033;42,70000076293945;6,511324882507324;10,881733894348145;22,600000381469727;15,944093704223633
2009-03-27;6,95294189453125;41,7400016784668;6,4869384765625;10,605838775634766;22,600000381469727;15,539345741271973
